,Date,Date,HomeTeam,AwayTeam,Helper,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,HomeTeamLP,AwayTeamLP,MW,HTFormPtsStr,ATFormPtsStr,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts,DiffLP,B365H,B365D,B365A,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,#N/A
3908,05/2013,05/2013,Manchester City,West Brom,05/2013 Manchester City West Brom,1,0,H,61,48,31,47,2,1.333333333,D,W,L,W,W,L,W,D,L,L,1,10,36,DWLWW,LWDLL,10,4,0,0,0,0,0,0,0,0,0.8333333333,0.02777777778,0.6666666667,0.1666666667,-9,1.4,5,9,1.35,4.8,7.6,1.33,5,9,1.36,4.6,9,#N/A
3909,05/2013,05/2013,Wigan,Swansea City,05/2013 Wigan Swansea City,2,3,NH,42,43,64,44,0.9722222222,1.194444444,W,D,L,L,D,D,L,D,D,L,15,11,36,WDLLD,DLDDL,5,3,0,0,0,0,0,0,0,0,-0.6111111111,-0.02777777778,-0.2222222222,0.05555555556,4,1.83,3.75,4.75,1.8,3.5,4.2,1.8,3.6,4.33,1.8,3.5,4.5,#N/A
3910,05/2013,05/2013,Chelsea,Tottenham Hotspur,05/2013 Chelsea Tottenham Hotspur,2,2,NH,69,61,35,43,1.888888889,1.805555556,W,W,D,W,W,W,D,W,D,W,6,4,36,WWDWW,WDWDW,13,11,0,0,0,0,0,0,0,0,0.9444444444,0.5,0.08333333333,0.05555555556,2,1.95,3.75,4,1.8,3.5,4.2,1.95,3.6,3.6,1.95,3.3,4,#N/A
3911,05/2013,05/2013,Aston Villa,Chelsea,05/2013 Aston Villa Chelsea,1,2,NH,44,71,65,37,1.081081081,1.864864865,W,W,L,D,W,D,W,W,D,W,16,6,37,WWLDW,DWWDW,10,11,0,0,0,0,0,0,0,0,-0.5675675676,0.9189189189,-0.7837837838,-0.02702702703,10,4.5,3.8,1.85,4.3,3.8,1.7,4.33,3.6,1.8,4.5,3.3,1.85,#N/A
3912,05/2013,05/2013,Everton,West Ham United,05/2013 Everton West Ham United,2,0,H,52,41,38,49,1.621621622,1.162162162,D,W,L,D,W,D,L,W,D,D,7,18,37,DWLDW,DLWDD,8,6,0,0,0,0,0,0,0,0,0.3783783784,-0.2162162162,0.4594594595,0.05405405405,-11,1.5,4.5,7.5,1.45,4,7,1.53,4.2,6,1.53,4,6,#N/A
3913,05/2013,05/2013,Fulham,Liverpool,05/2013 Fulham Liverpool,1,3,NH,46,67,57,42,1.081081081,1.486486486,L,L,L,L,D,D,W,D,D,D,9,8,37,LLLLD,DWDDD,1,7,0,0,0,0,0,0,0,0,-0.2972972973,0.6756756757,-0.4054054054,-0.1621621622,1,3.9,3.6,2.05,3.2,3.3,2.15,3.75,3.6,1.91,3.5,3.3,2.1,#N/A
3914,05/2013,05/2013,Manchester United,Swansea City,05/2013 Manchester United Swansea City,2,1,H,79,46,37,46,2.297297297,1.243243243,L,D,W,D,W,W,D,L,D,D,2,11,37,LDWDW,WDLDD,8,6,0,0,0,0,0,0,0,0,1.135135135,0,1.054054054,0.05405405405,-9,1.3,5.75,12,1.27,5.2,10,1.3,5.5,9.5,1.33,4.8,10,#N/A
3915,05/2013,05/2013,Norwich,West Brom,05/2013 Norwich West Brom,4,0,H,34,48,56,48,1.027027027,1.297297297,L,L,W,L,D,L,L,W,D,L,12,10,37,LLWLD,LLWDL,4,4,0,0,0,0,0,0,0,0,-0.5945945946,0,-0.2702702703,0,2,2.2,3.4,3.6,1.9,3.5,3.7,2.2,3.5,3.2,2.25,3.2,3.3,#N/A
3916,05/2013,05/2013,Queens Park Rangers,Newcastle United,05/2013 Queens Park Rangers Newcastle United,1,2,NH,29,43,57,66,0.6756756757,1.027027027,L,D,L,L,D,D,L,D,L,W,17,5,37,LDLLD,DLDLW,2,5,0,0,0,0,0,0,0,0,-0.7567567568,-0.6216216216,-0.3513513514,-0.08108108108,12,3.4,3.4,2.3,3.3,3.3,2.1,3,3.4,2.3,3,3.2,2.38,#N/A
3917,05/2013,05/2013,Stoke City,Tottenham Hotspur,05/2013 Stoke City Tottenham Hotspur,1,2,NH,32,63,42,45,1.108108108,1.783783784,D,W,W,L,L,D,W,D,W,D,14,4,37,DWWLL,DWDWD,7,9,0,0,0,0,0,0,0,0,-0.2702702703,0.4864864865,-0.6756756757,-0.05405405405,10,4.5,3.6,1.91,4,3.45,1.85,4,3.5,1.91,4.2,3.3,1.91,#N/A
3918,05/2013,05/2013,Sunderland,Southampton,05/2013 Sunderland Southampton,1,1,NH,40,47,52,58,1.027027027,1.054054054,D,L,W,W,L,L,L,D,D,W,13,18,37,DLWWL,LLDDW,7,5,0,0,0,0,0,0,0,0,-0.3243243243,-0.2972972973,-0.02702702703,0.05405405405,-5,2.8,3.2,2.8,2.5,3,2.8,2.62,3.2,2.75,2.8,2.8,2.9,#N/A
3919,05/2013,05/2013,Arsenal,Wigan,05/2013 Arsenal Wigan,4,1,H,67,44,36,67,1.810810811,0.9459459459,W,D,W,D,W,L,W,D,L,L,3,15,37,WDWDW,LWDLL,11,4,0,0,0,0,0,0,0,0,0.8378378378,-0.6216216216,0.8648648649,0.1891891892,-12,1.4,5.5,8,1.35,5,7.1,1.36,5,8,1.4,4.33,8.5,#N/A
3920,05/2013,05/2013,Reading,Manchester City,05/2013 Reading Manchester City,0,2,NH,41,62,67,31,0.7567567568,2.027027027,W,D,L,D,L,W,D,W,L,W,18,1,37,WDLDL,WDWLW,5,10,0,0,0,0,0,0,0,0,-0.7027027027,0.8378378378,-1.27027027,-0.1351351351,17,6,4.33,1.6,5.3,3.9,1.57,6,4.33,1.53,5.5,4,1.57,#N/A
3921,05/2013,05/2013,Chelsea,Everton,05/2013 Chelsea Everton,2,1,H,73,54,38,38,1.894736842,1.657894737,W,D,W,W,D,W,D,W,L,D,6,7,38,WDWWD,WDWLD,11,8,0,0,0,0,0,0,0,0,0.9210526316,0.4210526316,0.2368421053,0.07894736842,-1,1.7,4,5.5,1.5,4,6.1,1.67,3.75,5,1.73,3.6,4.8,#N/A
3922,05/2013,05/2013,Liverpool,Queens Park Rangers,05/2013 Liverpool Queens Park Rangers,1,0,H,70,30,43,59,1.526315789,0.6578947368,W,D,W,D,D,L,L,D,L,L,8,17,38,WDWDD,LLDLL,9,1,0,0,0,0,0,0,0,0,0.7105263158,-0.7631578947,0.8684210526,0.2105263158,-9,1.25,7,12,1.22,5.5,12,1.25,6,11,1.25,5.5,12,#N/A
3923,05/2013,05/2013,Manchester City,Norwich,05/2013 Manchester City Norwich,2,3,NH,64,38,31,56,2.052631579,1.078947368,W,W,D,W,L,W,L,L,W,L,1,12,38,WWDWL,WLLWL,10,6,0,0,0,0,0,0,0,0,0.8684210526,-0.4736842105,0.9736842105,0.1052631579,-11,1.33,5.5,11,1.3,5,9,1.33,5,8.5,1.33,5,9,#N/A
3924,05/2013,05/2013,Newcastle United,Arsenal,05/2013 Newcastle United Arsenal,0,1,NH,45,71,67,37,1.078947368,1.842105263,W,D,L,D,L,W,W,D,W,D,5,3,38,WDLDL,WWDWD,5,11,0,0,0,0,0,0,0,0,-0.5789473684,0.8947368421,-0.7631578947,-0.1578947368,2,6,4.6,1.55,6.5,4.2,1.45,5.5,4,1.57,5.5,4.33,1.53,#N/A
3925,05/2013,05/2013,Southampton,Stoke City,05/2013 Southampton Stoke City,1,1,NH,48,33,59,44,1.052631579,1.078947368,D,L,L,D,D,L,D,W,W,L,18,14,38,DLLDD,LDWWL,3,7,0,0,0,0,0,0,0,0,-0.2894736842,-0.2894736842,-0.02631578947,-0.1052631579,4,1.75,3.8,5.25,1.8,3.4,4.3,1.8,3.5,4.5,1.8,3.25,5,#N/A
3926,05/2013,05/2013,Swansea City,Fulham,05/2013 Swansea City Fulham,0,3,NH,47,47,48,60,1.210526316,1.052631579,L,W,D,L,D,L,L,L,L,L,11,9,38,LWDLD,LLLLL,5,0,0,0,0,0,0,0,1,1,-0.02631578947,-0.3421052632,0.1578947368,0.1315789474,2,1.8,3.8,4.75,1.8,3.5,4.2,1.73,3.75,4.5,1.8,3.6,4.33,#N/A
3927,05/2013,05/2013,Tottenham Hotspur,Sunderland,05/2013 Tottenham Hotspur Sunderland,1,0,H,65,41,46,53,1.815789474,1.026315789,W,D,W,D,W,D,D,L,W,W,4,13,38,WDWDW,DDLWW,11,8,0,0,0,0,0,0,0,0,0.5,-0.3157894737,0.7894736842,0.07894736842,-9,1.29,6,12,1.27,5.2,10,1.3,5,10,1.3,5,11,#N/A
3928,05/2013,05/2013,West Brom,Manchester United,05/2013 West Brom Manchester United,5,5,NH,48,81,52,38,1.263157895,2.315789474,L,L,L,W,D,W,L,D,W,D,10,2,38,LLLWD,WLDWD,4,8,0,0,0,0,0,0,0,0,-0.1052631579,1.131578947,-1.052631579,-0.1052631579,8,4.5,3.9,1.83,4.2,3.5,1.8,4.33,3.75,1.75,4.33,3.5,1.83,#N/A
3929,05/2013,05/2013,West Ham United,Reading,05/2013 West Ham United Reading,4,2,H,41,41,51,69,1.131578947,0.7368421053,L,D,L,W,D,L,W,D,L,D,18,18,38,LDLWD,LWDLD,5,5,0,0,0,0,0,0,0,0,-0.2631578947,-0.7368421053,0.3947368421,0,0,1.67,4,5.75,1.7,3.6,4.7,1.7,3.75,4.8,1.7,3.4,5.5,#N/A
3930,05/2013,05/2013,Wigan,Aston Villa,05/2013 Wigan Aston Villa,2,2,NH,45,45,71,67,0.9210526316,1.052631579,L,L,W,D,L,L,W,W,L,D,15,16,38,LLWDL,LWWLD,4,7,0,0,0,0,0,0,0,0,-0.6842105263,-0.5789473684,-0.1315789474,-0.07894736842,-1,2.15,3.6,3.6,2.1,3.3,3.3,2.05,3.5,3.4,2.15,3.3,3.4,#N/A
3931,08/2013,08/2013,Arsenal,Aston Villa,08/2013 Arsenal Aston Villa,1,3,NH,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,4,15,1,MMMMM,MMMMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,1.44,4.75,8,1.37,4.6,7.5,1.4,4.5,7.5,1.36,4.8,8.5,#N/A
3932,08/2013,08/2013,Liverpool,Stoke City,08/2013 Liverpool Stoke City,1,0,H,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,7,13,1,MMMMM,MMMMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1.4,5,9.5,1.4,4.4,7.3,1.44,4.2,7.5,1.36,4.6,9,#N/A
3933,08/2013,08/2013,Norwich,Everton,08/2013 Norwich Everton,2,2,NH,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,11,6,1,MMMMM,MMMMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3.2,3.4,2.4,2.9,3.3,2.3,3,3.3,2.3,3.1,3.3,2.3,#N/A
3934,08/2013,08/2013,Sunderland,Fulham,08/2013 Sunderland Fulham,0,1,NH,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,17,12,1,MMMMM,MMMMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.3,3.4,3.4,2.2,3.2,3.2,2.2,3.25,3.3,2.2,3.3,3.3,#N/A
3935,08/2013,08/2013,Swansea City,Manchester United,08/2013 Swansea City Manchester United,1,4,NH,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,9,1,1,MMMMM,MMMMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4.2,3.5,2,4.2,3.5,1.8,4,3.5,1.9,4,3.4,1.91,#N/A
3936,08/2013,08/2013,West Brom,Southampton,08/2013 West Brom Southampton,0,1,NH,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,8,14,1,MMMMM,MMMMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2.4,3.4,3.2,2.2,3.3,3.1,2.2,3.3,3.25,2.25,3.3,3.2,#N/A
3937,08/2013,08/2013,West Ham United,Cardiff,08/2013 West Ham United Cardiff,2,0,H,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,10,18,1,MMMMM,MMMMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,2,3.6,4,1.9,3.45,3.8,1.9,3.4,4,1.95,3.5,3.8,#N/A
3938,08/2013,08/2013,Chelsea,Hull City,08/2013 Chelsea Hull City,2,0,H,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,3,18,1,MMMMM,MMMMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,1.2,7,21,1.2,5.8,13,1.2,6.5,15,1.2,6,15,#N/A
3939,08/2013,08/2013,Crystal Palace,Tottenham Hotspur,08/2013 Crystal Palace Tottenham Hotspur,0,1,NH,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,18,5,1,MMMMM,MMMMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4.75,3.75,1.83,4.2,3.5,1.8,4.5,3.5,1.8,4.75,3.6,1.75,#N/A
3940,08/2013,08/2013,Manchester City,Newcastle United,08/2013 Manchester City Newcastle United,4,0,H,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,2,16,1,MMMMM,MMMMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,1.33,5.5,11,1.3,5,9,1.28,5.5,10,1.29,5.5,10,#N/A
3941,08/2013,08/2013,Chelsea,Aston Villa,08/2013 Chelsea Aston Villa,2,1,H,2,3,0,1,1.5,1.5,W,M,M,M,M,W,M,M,M,M,3,15,2,WMMMM,WMMMM,3,3,0,0,0,0,0,0,0,0,1,1,0,0,-12,1.29,5.5,10,1.3,5,9,1.29,5.5,9.5,1.3,5.5,9.5,#N/A
3942,08/2013,08/2013,Aston Villa,Liverpool,08/2013 Aston Villa Liverpool,0,1,NH,3,1,1,0,1.5,1.5,W,M,M,M,M,W,M,M,M,M,15,7,2,WMMMM,WMMMM,3,3,0,0,0,0,0,0,0,0,1,0.5,0,0,8,4,3.75,1.95,3.6,3.3,2,4,3.5,1.91,3.75,3.6,1.95,#N/A
3943,08/2013,08/2013,Everton,West Brom,08/2013 Everton West Brom,0,0,NH,2,0,2,1,0.5,0,D,M,M,M,M,L,M,M,M,M,6,8,2,DMMMM,LMMMM,1,0,0,0,0,0,0,0,0,0,0,-0.5,0.5,0.5,-2,1.57,4.33,6.5,1.55,3.9,5.6,1.57,3.75,6,1.55,4,6,#N/A
3944,08/2013,08/2013,Fulham,Arsenal,08/2013 Fulham Arsenal,1,3,NH,1,1,0,3,1.5,0,W,M,M,M,M,L,M,M,M,M,12,4,2,WMMMM,LMMMM,3,0,0,0,0,0,0,0,0,0,0.5,-1,1.5,1.5,8,3.8,3.5,2.1,3.3,3.3,2.1,3.5,3.4,2.1,3.4,3.5,2.1,#N/A
3945,08/2013,08/2013,Hull City,Norwich,08/2013 Hull City Norwich,1,0,H,0,2,2,2,0,0.5,L,M,M,M,M,D,M,M,M,M,18,11,2,LMMMM,DMMMM,0,1,0,0,0,0,0,0,0,0,-1,0,-0.5,-0.5,7,2.45,3.4,3.1,2.4,3.3,2.75,2.4,3.3,2.9,2.4,3.1,3.1,#N/A
3946,08/2013,08/2013,Newcastle United,West Ham United,08/2013 Newcastle United West Ham United,0,0,NH,0,2,4,0,0,1.5,L,M,M,M,M,W,M,M,M,M,16,10,2,LMMMM,WMMMM,0,3,0,0,0,0,0,0,0,0,-2,1,-1.5,-1.5,6,2.3,3.4,3.4,2.1,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3,#N/A
3947,08/2013,08/2013,Southampton,Sunderland,08/2013 Southampton Sunderland,1,1,NH,1,0,0,1,1.5,0,W,M,M,M,M,L,M,M,M,M,14,17,2,WMMMM,LMMMM,3,0,0,0,0,0,0,0,0,0,0.5,-0.5,1.5,1.5,-3,1.73,3.8,5.5,1.85,3.45,4,1.72,3.75,4.5,1.67,3.6,5.5,#N/A
3948,08/2013,08/2013,Stoke City,Crystal Palace,08/2013 Stoke City Crystal Palace,2,1,H,0,0,1,1,0,0,L,M,M,M,M,L,M,M,M,M,13,18,2,LMMMM,LMMMM,0,0,0,0,0,0,0,0,0,0,-0.5,-0.5,0,0,-5,1.83,3.6,5,1.8,3.5,4.2,1.83,3.4,4.5,1.85,3.3,4.6,#N/A
3949,08/2013,08/2013,Cardiff,Manchester City,08/2013 Cardiff Manchester City,3,2,H,0,4,2,0,0,1.5,L,M,M,M,M,W,M,M,M,M,18,2,2,LMMMM,WMMMM,0,3,0,0,0,0,0,0,0,0,-1,2,-1.5,-1.5,16,8.5,4.75,1.44,7,4,1.45,6.5,4.5,1.45,7.5,4.5,1.4,#N/A
3950,08/2013,08/2013,Tottenham Hotspur,Swansea City,08/2013 Tottenham Hotspur Swansea City,1,0,H,1,1,0,4,1.5,0,W,M,M,M,M,L,M,M,M,M,5,9,2,WMMMM,LMMMM,3,0,0,0,0,0,0,0,0,0,0.5,-1.5,1.5,1.5,-4,1.62,4,6.5,1.5,4,6.1,1.57,4,5.5,1.65,4,5,#N/A
3951,08/2013,08/2013,Manchester United,Chelsea,08/2013 Manchester United Chelsea,0,0,NH,4,4,1,1,1.333333333,2,D,W,M,M,M,W,W,M,M,M,1,3,3,DWMMM,WWMMM,4,6,0,0,0,0,0,0,0,0,1,1,-0.6666666667,-0.6666666667,-2,2.45,3.4,3.1,2.2,3.2,3.2,2.37,3.2,3.1,2.4,3.5,2.8,#N/A
3952,08/2013,08/2013,Cardiff,Everton,08/2013 Cardiff Everton,0,0,NH,3,2,4,2,1,0.6666666667,W,L,M,M,M,D,D,M,M,M,18,6,3,WLMMM,DDMMM,3,2,0,0,0,0,0,0,0,0,-0.3333333333,0,0.3333333333,0.3333333333,12,3.25,3.4,2.38,3.1,3.3,2.2,3.1,3.4,2.25,3.2,3.3,2.25,#N/A
3953,08/2013,08/2013,Crystal Palace,Sunderland,08/2013 Crystal Palace Sunderland,3,1,H,1,1,3,2,0,0.3333333333,L,L,M,M,M,D,L,M,M,M,18,17,3,LLMMM,DLMMM,0,1,0,0,0,0,0,0,0,0,-0.6666666667,-0.3333333333,-0.3333333333,-0.3333333333,1,2.6,3.3,3,2.4,3.2,2.85,2.5,3.3,2.7,2.45,3.25,2.9,#N/A
3954,08/2013,08/2013,Manchester City,Hull City,08/2013 Manchester City Hull City,2,0,H,6,1,3,2,1,1,L,W,M,M,M,W,L,M,M,M,2,18,3,LWMMM,WLMMM,3,3,0,0,0,0,0,0,0,0,1,-0.3333333333,0,0,-16,1.17,8.5,19,1.2,5.8,13,1.16,7.5,15,1.17,7,17,#N/A
3955,08/2013,08/2013,Newcastle United,Fulham,08/2013 Newcastle United Fulham,1,0,H,0,2,4,3,0.3333333333,1,D,L,M,M,M,L,W,M,M,M,16,12,3,DLMMM,LWMMM,1,3,0,0,0,0,0,0,0,0,-1.333333333,-0.3333333333,-0.6666666667,-0.6666666667,4,2.15,3.4,3.75,2.1,3.3,3.3,2.1,3.4,3.4,2.05,3.5,3.5,#N/A
3956,08/2013,08/2013,Norwich,Southampton,08/2013 Norwich Southampton,1,0,H,2,2,3,1,0.3333333333,1.333333333,L,D,M,M,M,D,W,M,M,M,11,14,3,LDMMM,DWMMM,1,4,0,0,0,0,0,0,0,0,-0.3333333333,0.3333333333,-1,-1,-3,3,3.3,2.55,2.6,3.2,2.6,2.7,3.3,2.55,2.8,3.3,2.5,#N/A
3957,08/2013,08/2013,West Ham United,Stoke City,08/2013 West Ham United Stoke City,0,1,NH,2,2,0,2,1.333333333,1,D,W,M,M,M,W,L,M,M,M,10,13,3,DWMMM,WLMMM,4,3,0,0,0,0,0,0,0,0,0.6666666667,0,0.3333333333,0.3333333333,-3,2,3.4,4.33,1.9,3.45,3.8,2,3.3,3.8,1.95,3.4,4,#N/A
3958,09/2013,09/2013,Arsenal,Tottenham Hotspur,09/2013 Arsenal Tottenham Hotspur,1,0,H,4,2,4,0,1,2,W,L,M,M,M,W,W,M,M,M,4,5,3,WLMMM,WWMMM,3,6,0,0,0,0,0,0,0,0,0,0.6666666667,-1,-1,-1,2.1,3.7,3.6,2,3.4,3.5,2.1,3.6,3.2,2.1,3.3,3.5,#N/A
3959,09/2013,09/2013,Liverpool,Manchester United,09/2013 Liverpool Manchester United,1,0,H,2,4,0,1,2,1.333333333,W,W,M,M,M,D,W,M,M,M,7,1,3,WWMMM,DWMMM,6,4,0,0,0,0,0,0,0,0,0.6666666667,1,0.6666666667,0.6666666667,6,2.63,3.4,2.88,2.6,3.2,2.6,2.62,3.25,2.62,2.6,3.2,2.8,#N/A
3960,09/2013,09/2013,West Brom,Swansea City,09/2013 West Brom Swansea City,0,2,NH,0,1,1,5,0.3333333333,0,D,L,M,M,M,L,L,M,M,M,8,9,3,DLMMM,LLMMM,1,0,0,0,0,0,0,0,0,0,-0.3333333333,-1.333333333,0.3333333333,0.3333333333,-1,2.7,3.4,2.8,2.3,3.3,2.9,2.4,3.4,2.8,2.5,3.4,2.75,#N/A
3961,09/2013,09/2013,Aston Villa,Newcastle United,09/2013 Aston Villa Newcastle United,1,2,NH,4,1,4,4,0.75,1,L,L,W,M,M,W,D,L,M,M,15,16,4,LLWMM,WDLMM,3,4,0,0,0,0,0,0,0,0,0,-0.75,-0.25,-0.25,-1,2.15,3.4,3.8,2.2,3.3,3.1,2.1,3.25,3.5,2.2,3.1,3.5,#N/A
3962,09/2013,09/2013,Everton,Chelsea,09/2013 Everton Chelsea,1,0,H,2,4,2,1,0.75,1.75,D,D,D,M,M,D,W,W,M,M,6,3,4,DDDMM,DWWMM,3,7,0,0,0,0,0,0,0,0,0,0.75,-1,-1,3,3.4,3.3,2.35,3.6,3.3,2,3.5,3.4,2.05,3.4,3.1,2.4,#N/A
3963,09/2013,09/2013,Fulham,West Brom,09/2013 Fulham West Brom,1,1,NH,2,0,4,3,0.75,0.25,L,L,W,M,M,L,D,L,M,M,12,8,4,LLWMM,LDLMM,3,1,0,0,0,0,0,0,0,0,-0.5,-0.75,0.5,0.5,4,2.15,3.5,3.6,2.1,3.3,3.3,2.1,3.3,3.5,2.2,3.1,3.5,#N/A
3964,09/2013,09/2013,Hull City,Cardiff,09/2013 Hull City Cardiff,1,1,NH,1,3,4,4,0.75,1,L,W,L,M,M,D,W,L,M,M,18,18,4,LWLMM,DWLMM,3,4,0,0,0,0,0,0,0,0,-0.75,-0.25,-0.25,-0.25,0,2.45,3.25,3.25,2.4,3.3,2.75,2.3,3.2,3.2,2.5,3,3,#N/A
3965,09/2013,09/2013,Manchester United,Crystal Palace,09/2013 Manchester United Crystal Palace,2,0,H,4,4,2,4,1,0.75,L,D,W,M,M,W,L,L,M,M,1,18,4,LDWMM,WLLMM,4,3,0,0,0,0,0,0,0,0,0.5,0,0.25,0.25,-17,1.22,7,16,1.2,5.8,13,1.2,6.5,13,1.25,6,15,#N/A
3966,09/2013,09/2013,Stoke City,Manchester City,09/2013 Stoke City Manchester City,0,0,NH,3,8,2,3,1.5,1.5,W,W,L,M,M,W,L,W,M,M,13,2,4,WWLMM,WLWMM,6,6,0,0,0,0,0,0,0,0,0.25,1.25,0,0,11,6,4,1.65,5.4,3.7,1.6,5.5,3.5,1.66,6,3.2,1.7,#N/A
3967,09/2013,09/2013,Sunderland,Arsenal,09/2013 Sunderland Arsenal,1,3,NH,2,5,5,4,0.25,1.5,L,D,L,M,M,W,W,L,M,M,17,4,4,LDLMM,WWLMM,1,6,0,0,0,0,0,0,0,0,-0.75,0.25,-1.25,-1.25,13,6,3.9,1.67,4.7,3.6,1.7,5,3.75,1.7,6,3.2,1.7,#N/A
3968,09/2013,09/2013,Tottenham Hotspur,Norwich,09/2013 Tottenham Hotspur Norwich,2,0,H,2,3,1,3,1.5,1,L,W,W,M,M,W,L,D,M,M,5,11,4,LWWMM,WLDMM,6,4,0,0,0,0,0,0,0,0,0.25,0,0.5,0.5,-6,1.45,4.75,8,1.45,4,7,1.44,4.5,6.5,1.5,3.6,8.5,#N/A
3969,09/2013,09/2013,Southampton,West Ham United,09/2013 Southampton West Ham United,0,0,NH,2,2,2,1,1,1,L,D,W,M,M,L,D,W,M,M,14,10,4,LDWMM,LDWMM,4,4,0,0,0,0,0,0,0,0,0,0.25,0,0,4,1.85,3.6,4.75,1.9,3.45,3.8,1.85,3.5,4.33,1.85,3.4,4.5,#N/A
3970,09/2013,09/2013,Swansea City,Liverpool,09/2013 Swansea City Liverpool,2,2,NH,3,3,5,0,0.75,2.25,W,L,L,M,M,W,W,W,M,M,9,7,4,WLLMM,WWWMM,3,9,0,0,0,0,0,0,0,0,-0.5,0.75,-1.5,-1.5,2,3.5,3.5,2.2,3.6,3.3,2,3.4,3.4,2.1,3.2,3.3,2.25,#N/A
3971,09/2013,09/2013,Chelsea,Fulham,09/2013 Chelsea Fulham,2,0,H,4,3,2,5,1.4,0.8,L,D,W,W,M,D,L,L,W,M,3,12,5,LDWWM,DLLWM,7,4,0,0,0,0,0,0,0,0,0.4,-0.4,0.6,0.6,-9,1.3,5.75,12,1.3,5,9,1.3,5.5,10,1.33,5,12,#N/A
3972,09/2013,09/2013,Liverpool,Southampton,09/2013 Liverpool Southampton,0,1,NH,5,2,2,2,2,1,D,W,W,W,M,D,L,D,W,M,7,14,5,DWWWM,DLDWM,10,5,0,0,0,0,0,0,0,0,0.6,0,1,1,-7,1.6,4,6.5,1.55,3.9,5.6,1.53,4,6.5,1.62,3.6,6,#N/A
3973,09/2013,09/2013,Newcastle United,Hull City,09/2013 Newcastle United Hull City,2,3,NH,3,2,5,5,1.4,0.8,W,W,D,L,M,D,L,W,L,M,16,18,5,WWDLM,DLWLM,7,4,0,0,0,0,0,0,0,0,-0.4,-0.6,0.6,0.6,-2,1.85,3.5,5,1.85,3.45,4,1.75,3.6,4.8,1.83,3.2,5,#N/A
3974,09/2013,09/2013,Norwich,Aston Villa,09/2013 Norwich Aston Villa,0,1,NH,3,5,5,6,0.8,0.6,L,W,L,D,M,L,L,L,W,M,11,15,5,LWLDM,LLLWM,4,3,0,0,0,0,0,0,0,0,-0.4,-0.2,0.2,0.2,-4,2.4,3.4,3.2,2.2,3.3,3.1,2.4,3.3,2.9,2.4,3.3,3.2,#N/A
3975,09/2013,09/2013,West Brom,Sunderland,09/2013 West Brom Sunderland,3,0,H,1,3,4,8,0.4,0.2,D,L,D,L,M,L,L,D,L,M,8,17,5,DLDLM,LLDLM,2,1,0,0,0,0,0,0,0,0,-0.6,-1,0.2,0.2,-9,2.05,3.4,4.2,2,3.3,3.6,2.1,3.3,3.6,2.1,3,4,#N/A
3976,09/2013,09/2013,West Ham United,Everton,09/2013 West Ham United Everton,2,3,NH,2,3,1,2,1,1.2,D,L,D,W,M,W,D,D,D,M,10,6,5,DLDWM,WDDDM,5,6,0,0,0,0,0,0,0,0,0.2,0.2,-0.2,-0.2,4,3.3,3.3,2.4,2.7,3.3,2.45,2.87,3.25,2.4,3.1,3.1,2.4,#N/A
3977,09/2013,09/2013,Arsenal,Stoke City,09/2013 Arsenal Stoke City,3,1,H,8,3,5,2,1.8,1.4,W,W,W,L,M,D,W,W,L,M,4,13,5,WWWLM,DWWLM,9,7,0,0,0,0,0,0,0,0,0.6,0.2,0.4,0.4,-9,1.36,5.25,10,1.35,4.8,7.6,1.36,4.5,9,1.4,4.5,10,#N/A
