	Unnamed: 0	Date	HomeTeam	AwayTeam	FTHG	FTAG	FTR	HTGS	ATGS	HTGC	ATGC	HTP	ATP	HM1	HM2	HM3	HM4	HM5	AM1	AM2	AM3	AM4	AM5	HomeTeamLP	AwayTeamLP	MW	HTFormPtsStr	ATFormPtsStr	HTFormPts	ATFormPts	HTWinStreak3	HTWinStreak5	HTLossStreak3	HTLossStreak5	ATWinStreak3	ATWinStreak5	ATLossStreak3	ATLossStreak5	HTGD	ATGD	DiffPts	DiffFormPts	DiffLP	B365H	B365D	B365A	OddsOutput	IWH	IWD	IWA	LBH	LBD	LBA	WHH	WHD	WHA	Commentary	Season
621	621	27/02/2016	Watford	Bournemouth	0	0	NH	29	30	28	44	1.333333333	1.037037037	W	L	D	W	L	L	L	W	D	W	18	18	27	WLDWL	LLWDW	7	7	0	0	0	0	0	0	0	0	0.037037037	-0.518518519	0.296296296	0.0	0	2.38	3.25	3.0	HW	2.2	3.2	3.2	2.38	3.2	3.0	2.38	3.25	3.0	Watford and Bournemouth both sit above the relegation places , a pleasing sight for a promoted manager . quique sanchez Watford will be the happier of the two , though , as his side close in on securing top-flight status - if they win on saturday , they will have 39 points . meanwhile , eddie Bournemouth needs to spark Bournemouth into life after three successive defeats , the most recent in the fa cup . graham searles	15/16
622	622	27/02/2016	West Brom	Crystal Palace	3	2	H	24	27	32	32	1.185185185	1.185185185	W	L	D	D	L	L	D	L	L	L	13	10	27	WLDDL	LDLLL	5	1	0	0	0	0	0	0	1	0	-0.296296296	-0.185185185	0.0	0.148148148	3	2.6	3.1	2.8	HW	2.5	3.2	2.75	2.75	3.0	2.75	2.6	3.0	2.9	separated by goal difference , neither are safe from a relegation fight just yet . West Brom West Brom ' s restorative win at everton before the fa cup shenanigans at reading was a big boost for tony West Brom ' s team , while Crystal Palace ' s league form has been diabolical . they have not won since the turn of the year , losing six of their last nine . but can they build on their cup win at tottenham ? alan smith	15/16
623	623	27/02/2016	West Ham United	Sunderland	1	0	H	40	32	31	50	1.481481481	0.851851852	D	L	W	D	L	W	D	L	D	L	12	16	27	DLWDL	WDLDL	5	5	0	0	0	0	0	0	0	0	0.333333333	-0.666666667	0.62962963	0.0	-4	1.8	3.5	4.5	HW	1.85	3.45	4.0	1.8	3.6	4.33	1.83	3.6	4.2	sam Sunderland ' s return to upton park provides the human interest but the warmth of reception he receives Sunderland not change the stakes being fought for . West Ham United West Ham United have a habit of dropping points when the champions league places move into view but victory here might exert some pressure on those above ; Sunderland ' s Sunderland , on the other hand can take encouragement from an improved run of february performances and the manager ' s face Sunderland be a picture if his side have earned three vital points to aid their relegation fight . nick ames	15/16
624	624	28/02/2016	Tottenham Hotspur	Swansea City	2	1	H	47	24	20	34	1.888888889	1.0	W	W	W	W	W	L	D	D	W	W	5	8	27	WWWWW	LDDWW	15	8	1	1	0	0	0	0	0	0	1.0	-0.37037037	0.888888889	0.259259259	-3	1.4	4.2	9.0	HW	1.45	4.0	7.0	1.44	4.0	8.0	1.44	4.2	7.5	francesco Swansea City has been under the weather during the week and it is tempting , although incorrect , to link the Swansea City city manager ' s queasiness to this fixture . Tottenham Hotspur slipped up last weekend in the fa cup against crystal palace but they are in a rare grove while Swansea City have found goals hard to come by and they remain perched above the relegation places . under Swansea City , they have stabilised but title-chasing Tottenham Hotspur are determined to make no mistakes . Swansea City hytner	15/16
625	625	28/02/2016	Manchester United	Arsenal	3	2	H	33	41	24	23	1.518518519	1.888888889	L	D	W	L	W	W	W	D	L	D	4	3	27	LDWLW	WWDLD	7	8	0	0	0	0	0	0	0	0	0.333333333	0.666666667	-0.37037037	-0.037037037	1	3.0	3.25	2.38	HL	2.7	3.1	2.6	2.9	3.1	2.4	3.3	3.2	2.25	Manchester United Manchester United have the chance to win three consecutive games for the first time since november by beating Arsenal . the feat would mark an excellent seven days for louis Manchester United Manchester United . arsene Arsenal ' s side have lost and drawn their past two matches but neither of these were in the league , and given Arsenal are two points behind leicester city after beating them before the fa cup round , victory is necessary to continue their push for title glory . jamie jackson	15/16
626	626	05/03/2016	Chelsea	Stoke City	1	1	NH	40	29	37	33	1.285714286	1.392857143	W	W	D	D	W	W	W	L	L	L	1	9	28	WWDDW	WWLLL	11	6	0	0	0	0	0	0	1	0	0.107142857	-0.142857143	-0.107142857	0.178571429	-8	1.5	4.5	7.5	HW	1.5	4.0	6.1	1.48	4.2	7.0	1.53	3.75	7.0	the last time these sides met Chelsea were in crisis and their manager was banned from the stadium . how times change . the london club are now in excellent form and the man in charge , guus Chelsea , can do no wrong . Stoke City will prove a stern test , however , and should sense they can win at Chelsea Chelsea for the first time since 1974 , especially as Chelsea Chelsea remains out injured . sachin nakrani	15/16
627	627	05/03/2016	Everton	West Ham United	2	3	NH	49	41	36	31	1.357142857	1.535714286	W	L	W	W	L	W	D	L	W	D	11	12	28	WLWWL	WDLWD	9	8	0	0	0	0	0	0	0	0	0.464285714	0.357142857	-0.178571429	0.035714286	-1	1.73	4.0	5.0	HW	1.8	3.5	4.2	1.67	3.8	5.0	1.75	3.5	5.0	"slaven West Ham United admitted on friday that a top-four finish for his West Ham United West Ham United side "" is realistic now . we are one point behind with 10 games to go so we have a chance "" . Everton , eight points further back , have no such hope and it will take a flourish over the final few months for this not to be regarded as a season of underachievement . the new investment at Everton brings extra pressure . Everton ashdown"	15/16
628	628	05/03/2016	Manchester City	Aston Villa	4	0	H	52	22	31	51	1.724137931	0.551724138	W	L	L	L	W	L	L	L	W	L	2	17	29	WLLLW	LLLWL	6	3	0	0	0	0	0	0	0	0	0.724137931	-1.0	1.172413793	0.103448276	-15	1.22	7.0	15.0	HW	1.2	5.8	13.0	1.2	6.5	15.0	1.22	5.5	17.0	Manchester City Manchester City have the perfect opportunity to bounce back from their rather embarrassing 3-0 defeat to liverpool on wednesday . if Aston Villa Manchester City can not rouse Manchester City to beat Aston Villa Aston Villa then hopes of winning the title will surely be all but lost . remi garde , meanwhile , could be forgiven for dreading his side ' s visit to the Manchester City and the proposition of being cut further adrift at the foot of the table . Aston Villa searles	15/16
629	629	05/03/2016	Newcastle United	Bournemouth	1	3	NH	28	32	53	44	0.827586207	1.103448276	L	L	L	W	L	W	D	L	L	W	15	18	29	LLLWL	WDLLW	3	7	0	0	0	0	0	0	0	0	-0.862068966	-0.413793103	-0.275862069	-0.137931035	-3	2.63	3.4	2.88	HW	2.6	3.1	2.7	2.5	3.25	2.75	2.62	3.1	2.8	"there are many who feel the endgame is under way for Bournemouth mcclaren at Newcastle United . some suspect this may be his last stand as manager but he remains optimistic he can confound the doubters by leading his team out of the bottom three . Bournemouth , though , will be anxious to exert revenge for a slightly flukey Newcastle United win on the south coast earlier in the season . Newcastle United Newcastle United is still injured , so jonjo shelvey continues as the home captain with his manager hoping the england midfielder can bring much needed "" edge "" to the role . louise Newcastle United"	15/16
630	630	05/03/2016	Southampton	Sunderland	1	1	NH	35	34	28	53	1.379310345	0.827586207	L	L	W	W	D	D	L	W	D	L	7	16	29	LLWWD	DLWDL	7	5	0	0	0	0	0	0	0	0	0.24137931	-0.655172414	0.551724138	0.068965517	-9	1.6	4.0	6.5	HW	1.6	3.7	5.4	1.57	3.8	6.0	1.62	3.6	6.0	hovering just above the relegation zone with just one win in seven , the omens don ' t bode well for Sunderland as they make the Southampton trip to Southampton , where they were thrashed 8-0 last season . they have won just two games on the road in this campaign and Sunderland be without midfield enforcer Sunderland Sunderland through a concussion . ronald Southampton Sunderland miss his hamstrung striker charlie austin , while Southampton Southampton must also sit this one out . barry glendenning	15/16
631	631	05/03/2016	Swansea City	Norwich City	1	0	H	27	31	37	53	1.034482759	0.827586207	W	L	L	D	D	L	L	D	L	L	8	18	29	WLLDD	LLDLL	5	1	0	0	0	0	0	0	0	0	-0.344827586	-0.75862069	0.206896552	0.137931035	-10	2.05	3.5	4.0	HW	1.9	3.45	3.8	1.95	3.3	3.8	2.05	3.1	4.0	after fielding a weakened side against arsenal , which showed Swansea City city were focusing on hosting Norwich City city , they will be delighted with pulling off a huge upset at the emirates on wednesday . francesco Swansea City will not be present on the touchline again but his side should be very confident they can inflict another defeat on struggling Norwich City . alex Swansea City needs three points urgently to allay fears of championship football next season . graham searles	15/16
632	632	05/03/2016	Tottenham Hotspur	Arsenal	2	2	NH	49	44	22	28	1.862068966	1.75862069	L	W	W	W	W	L	L	W	W	D	5	3	29	LWWWW	LLWWD	12	7	1	0	0	0	0	0	0	0	0.931034483	0.551724138	0.103448276	0.172413793	2	2.38	3.4	3.25	HW	2.5	3.2	2.75	2.3	3.3	3.0	2.4	3.1	3.1	this is a biggie . in fact , this is the biggest north london derby in recent memory . as arsene Arsenal remarked , never before in his 19 and a half years at Arsenal has this showdown stood to shape the title race . Tottenham Hotspur slipped up at west ham in midweek but their belief is strong and they are favourites . Arsenal ' s form has deserted them and another defeat does not bear thinking about for Arsenal . Arsenal hytner	15/16
633	633	05/03/2016	Watford	Leicester City	0	1	NH	29	51	29	31	1.275862069	1.965517241	L	D	W	L	D	D	W	L	W	W	18	14	29	LDWLD	DWLWW	5	10	0	0	0	0	0	0	0	0	0.0	0.689655172	-0.689655172	-0.172413793	4	3.0	3.4	2.55	HL	3.0	3.2	2.3	2.9	3.2	2.4	2.8	3.1	2.62	west brom goalkeeper Watford foster denied Leicester City maximum points in midweek , and Watford ' s heurelho Watford will be keen to keep claudio Leicester City ' s side at bay too , as he made a costly mistake to gift Leicester City with victory at the Leicester City Leicester City stadium in november . the brazilian goalkeeper will have to excel if the hosts are to disrupt Leicester City ' s progress towards the title , especially if Watford Watford ' s six-game goal drought continues . Leicester City doyle	15/16
634	634	06/03/2016	Crystal Palace	Liverpool	1	2	NH	31	43	37	37	1.137931034	1.517241379	D	L	L	D	L	W	W	W	D	L	10	6	29	DLLDL	WWWDL	2	10	0	0	0	0	0	0	0	0	-0.206896552	0.206896552	-0.379310345	-0.275862069	4	3.8	3.5	2.1	HL	3.3	3.3	2.1	3.5	3.3	2.05	3.75	3.1	2.15	victory over manchester city in midweek gave jurgen Liverpool a much-needed boost after defeat in the capital one cup final , but inconsistency has stalked his Liverpool side thus far . they have not beaten Crystal Palace in the league at Crystal Palace since 1997 but the Crystal Palace are in freefall . had the premier league season begun on new year ' s day alan Crystal Palace ' s side would be bottom of the table . john ashdown	15/16
635	635	06/03/2016	West Brom	Manchester United	1	0	H	29	37	36	26	1.24137931	1.620689655	D	W	W	L	D	W	W	L	D	W	13	4	29	DWWLD	WWLDW	8	10	0	0	0	0	0	0	0	0	-0.24137931	0.379310345	-0.379310345	-0.068965517	9	4.33	3.4	2.0	HL	3.8	3.45	1.9	4.0	3.25	1.95	4.0	3.2	2.0	given this season of high unpredictability Manchester United Manchester United still have an outside chance of claiming the title . they are 10 points behind leicester city as West Brom West Brom welcome them , having won their past three matches . tony West Brom ' s side held West Brom ranieri ' s leaders to a draw on tuesday and Manchester United be a tough proposition for louis Manchester United Manchester United ' s side . this may end in a draw . jamie jackson	15/16
636	636	12/03/2016	Bournemouth	Swansea City	3	2	H	32	27	44	37	1.103448276	1.034482759	W	D	L	L	W	W	L	L	D	D	18	8	29	WDLLW	WLLDD	7	5	0	0	0	0	0	0	0	0	-0.413793103	-0.344827586	0.068965517	0.068965517	10	1.95	3.5	4.33	HW	2.0	3.3	3.6	1.91	3.3	4.2	2.0	3.2	4.0	only a few weeks ago , this match would have felt hugely important in the race for premier league survival . it still might be but Bournemouth have taken an impressive haul of seven points from their last three matches while Swansea City have won their last two . Swansea City will still be without head coach francesco Swansea City , who continues to recover from a chest infection . first-team coach Swansea City Swansea City will again deputise in the dugout . ben fisher	15/16
637	637	12/03/2016	Norwich City	Manchester City	0	0	NH	31	52	53	31	0.827586207	1.724137931	L	L	D	L	L	W	L	L	L	W	18	2	29	LLDLL	WLLLW	1	6	0	0	0	0	0	0	0	0	-0.75862069	0.724137931	-0.896551724	-0.172413793	16	6.0	4.2	1.6	HL	5.4	3.7	1.6	5.75	4.0	1.57	6.0	3.6	1.62	it seems implausible that , despite taking one point from their past nine games , Norwich City Manchester City are only a win from 17th place . victory can not be delayed much longer though and alex Norwich City ' s side might not wish to dwell on the fact that their woeful league run was prefaced , back in january , by a 3-0 fa cup defeat at Norwich City road to Manchester City Manchester City . victory for the away side would apply a degree of pressure on the title chasers above them , and this looks like a game neither team can really afford to lose . nick ames	15/16
638	638	12/03/2016	Stoke City	Southampton	1	2	NH	31	36	34	29	1.433333333	1.366666667	D	W	W	W	L	D	L	L	W	W	9	7	30	DWWWL	DLLWW	10	7	0	0	0	0	0	0	0	0	-0.1	0.233333333	0.066666667	0.1	2	2.7	3.2	2.9	HW	2.65	3.1	2.65	2.7	3.1	2.75	2.7	3.1	2.7	Stoke City , who have taken 10 points from their past four matches and after securing an impressive 1-1 draw with chelsea last time out , appear to be in a rich vein of form . so mark Stoke City will welcome Southampton to the britannia as he endeavours to better last season ' s record 54-point haul . ronald Southampton can only hope his defence remains resolute and that Southampton pelle finally finds the net once more as the italian ' s goal drought stretches back to the beginning of november . graham searles	15/16
639	639	13/03/2016	Aston Villa	Tottenham Hotspur	0	2	NH	22	51	55	24	0.533333333	1.833333333	L	L	L	L	W	D	L	W	W	W	17	5	30	LLLLW	DLWWW	3	10	0	0	0	0	1	0	0	0	-1.1	0.9	-1.3	-0.233333333	12	7.5	4.5	1.5	HL	6.1	4.0	1.5	7.0	4.2	1.48	7.0	4.0	1.5	mauricio Tottenham Hotspur made it clear with his weakened team selection in thursday ' s 3-0 defeat against borussia dortmund that the premier league is his priority this season . Aston Villa Aston Villa should , on the face of it , be obliging opponents for Tottenham Hotspur and it is tempting to wonder if Tottenham Hotspur could have rested players for this fixture , against the premier league ' s bottom club , and picked a stronger side in dortmund . either way Tottenham Hotspur need to get back on track after winning only two of their last seven in all competitions . stuart james	15/16
640	640	14/03/2016	Leicester City	Newcastle United	1	0	H	52	28	31	54	2.0	0.8	W	D	W	L	W	L	L	L	L	W	14	15	30	WDWLW	LLLLW	10	3	0	0	0	0	0	0	0	0	0.7	-0.866666667	1.2	0.233333333	-1	1.57	4.33	6.25	HW	1.65	3.6	5.1	1.55	4.0	6.0	1.62	3.6	6.0	rafa Newcastle United has the unenviable task of taking charge of Newcastle United united against league leaders , Leicester City city . that said , expectations will be low on tyneside , so an unlikely positive result could prove hugely beneficial to Newcastle United ' s hopes of staying in the premier league . claudio Leicester City , meanwhile , will see victory as a must as their closest threat , tottenham , should earn three points against aston villa . graham searles	15/16
641	641	19/03/2016	Chelsea	West Ham United	2	2	NH	43	45	39	33	1.333333333	1.633333333	D	W	W	W	D	W	W	W	D	L	1	12	30	DWWWD	WWWDL	11	10	0	0	0	0	0	0	0	0	0.133333333	0.4	-0.3	0.033333333	-11	1.75	3.8	5.25	HW	1.7	3.7	4.5	1.7	3.75	5.0	1.73	3.6	5.0	slaven West Ham United has warned his players not to take Chelsea lightly , even though the champions seemingly have nothing to play for after going out of the champions league and the fa cup . Chelsea are nine points behind West Ham United West Ham United united , who are two points off the top four , and have a selection headache with Chelsea Chelsea suspended . nonetheless , West Ham United is wary of their threat and West Ham United West Ham United will need to be at their best to win at Chelsea Chelsea for the first time since 2002 . jacob steinberg	15/16
642	642	19/03/2016	Crystal Palace	Leicester City	0	1	NH	32	52	39	31	1.1	2.0	L	D	L	L	D	W	D	W	L	W	10	14	30	LDLLD	WDWLW	2	10	0	0	0	0	0	0	0	0	-0.233333333	0.7	-0.9	-0.266666667	-4	3.0	3.4	2.5	HL	3.0	3.2	2.3	2.9	3.25	2.4	3.0	3.1	2.5	Crystal Palace park has been a graveyard for prospective premier league champions in the past and despite Crystal Palace ' s failure to record a league win so far in 2016 , Leicester City city will be wary of their trip to south london . alan Crystal Palace ' s side have belied their struggles to reach the fa cup semi-finals for the first time in 21 years and , with Crystal Palace Crystal Palace back on form , Crystal Palace could be a potential banana skin for the Leicester City . claudio Leicester City had a sausage , of all things , named after him this week by a local butcher but the Leicester City manager knows this is no time to take anything for granted . ed aarons	15/16
